amount,amount_deviation,new_payee,transaction_velocity,unusual_hour,location_change,new_device,suspicious
1305.95,-0.0626,0,2,0,0,1,0
4109.22,-0.0535,0,0,0,0,0,0
3229.17,0.5148,0,0,0,0,0,0
6391.17,1.6054,0,1,0,0,1,0
1666.65,-0.1396,0,4,0,0,0,0
3120.62,0.1226,0,0,0,0,1,0
2504.43,-0.1163,0,0,0,0,0,0
12166.71,1.6634,0,0,1,0,0,0
9342.74,1.7019,0,0,1,0,1,0
4377.47,0.3173,1,0,0,1,0,0
3075.92,0.1396,0,0,1,0,0,0
2048.87,-0.2952,0,2,0,0,0,0
5159.34,0.3786,0,0,0,0,0,0
726.93,-0.3593,0,4,0,0,0,0
4274.57,0.1863,0,2,0,0,1,0
1264.82,1.3982,0,0,0,0,0,0
3310.1,-0.0046,0,1,1,0,0,0
3150.55,-0.2487,0,0,0,0,0,0
18028.27,3.8948,0,0,0,0,1,0
1921.59,0.0489,0,3,0,0,0,0
3344.08,0.0312,0,0,0,0,0,0
580.08,-0.0461,0,1,0,0,0,0
4386.16,0.066,0,0,0,1,0,0
612.23,-0.1573,0,0,0,0,0,0
3982.43,0.2923,1,0,1,0,1,0
1775.21,-0.2998,1,2,0,0,0,0
11236.98,4.751,1,1,0,0,0,1
4437.87,-0.0457,0,0,0,0,1,0
2297.44,-0.1748,0,2,0,0,0,0
842.78,-0.1231,0,0,0,1,0,0
10069.2,2.5136,0,4,0,1,0,0
3447.15,0.03,0,2,0,0,0,0
4373.92,0.2073,1,1,0,0,0,0
1239.82,0.167,1,1,0,1,0,0
2235.08,-0.171,0,0,0,0,0,0
2844.89,-0.1004,0,0,0,0,0,0
4536.06,0.2647,0,3,0,0,0,0
3245.25,0.0873,0,0,0,0,1,0
2504.45,-0.0091,0,0,0,0,0,0
1823.12,-0.1963,0,4,1,0,0,0
13035.08,1.8784,0,0,0,0,0,0
4744.07,0.0307,0,0,0,0,0,0
1162.68,0.3205,0,3,0,0,0,0
2839.83,1.3514,0,2,1,0,0,0
4242.78,0.3801,0,1,0,1,0,1
1803.13,0.0201,1,1,0,1,0,0
2466.29,1.905,1,0,0,0,0,0
5426.98,1.1376,0,0,0,0,0,0
1789.15,0.056,0,1,0,0,0,0
2749.92,-0.435,0,1,0,0,0,0
12250.15,1.471,0,0,0,0,0,0
1908.72,0.2261,0,0,0,0,0,0
1653.49,-0.085,0,0,0,0,0,0
3649.42,0.5584,0,0,1,0,0,0
10255.52,1.315,0,1,0,0,0,0
2871.14,1.449,0,0,0,0,0,0
1674.88,0.5997,0,1,0,0,0,0
896.63,-0.2267,0,0,0,0,0,0
4927.66,0.0347,0,0,1,1,0,0
7913.38,3.9727,0,0,0,1,0,0
4229.1,-0.0025,0,3,0,0,1,0
2013.4,-0.024,0,1,1,0,0,0
5119.99,0.5842,0,1,0,0,0,0
808.18,0.322,0,0,0,0,0,0
7002.16,0.7244,0,1,0,0,0,0
3480.92,0.6692,0,4,0,0,0,1
2344.04,0.1737,0,2,1,0,0,0
3867.2,1.8838,0,1,0,0,0,0
1274.19,0.0309,0,0,0,0,0,0
3657.87,-0.1806,0,0,0,0,0,0
3395.29,0.2095,0,0,0,1,0,0
935.92,0.0016,0,0,0,0,0,0
778.44,0.0433,0,3,0,0,0,0
1581.57,-0.0566,0,0,0,0,0,0
5841.03,0.2501,0,0,0,0,0,0
2168.8,-0.045,0,6,0,0,0,0
11156.27,1.7575,0,0,0,0,0,0
2489.45,0.0897,0,2,0,0,0,0
1173.66,0.1107,0,0,0,0,1,0
542.46,-0.3255,0,1,0,0,0,0
2015.82,0.8206,0,3,0,1,0,1
1219.23,0.088,0,0,0,0,0,0
4170.81,0.0339,0,0,0,0,0,0
2828.25,3.0941,1,0,0,0,0,0
657.19,0.1083,0,0,0,0,1,0
1099.99,0.049,0,1,0,0,0,0
2368.56,-0.4421,1,0,0,0,0,0
830.01,-0.2284,0,2,0,1,0,0
4877.17,0.4634,0,0,0,0,1,0
3139.91,-0.2138,0,0,0,0,0,0
3940.66,0.0053,0,3,0,0,0,0
3995.78,-0.0641,0,3,0,1,1,0
6580.8,0.5765,0,1,0,0,0,0
5309.71,0.5534,0,5,1,0,0,1
1360.85,0.1731,0,0,0,0,0,0
4599.25,0.3254,0,2,0,0,0,0
1154.8,0.1397,0,1,0,0,0,0
3167.38,-0.0736,0,0,0,0,0,0
510.46,-0.0125,0,0,0,0,0,0
8391.23,2.315,0,5,0,0,0,0
2820.1,0.2131,0,0,0,0,0,0
2250.72,0.1368,0,0,0,0,0,0
1590.48,0.0907,0,0,0,0,0,0
574.43,-0.2317,0,0,0,0,0,0
2952.69,0.0798,0,0,0,0,0,0
3901.84,0.1682,0,0,0,0,0,0
10984.0,1.2325,0,0,0,0,0,0
3256.58,2.6868,0,0,0,0,0,1
732.19,0.187,0,1,0,0,0,0
6020.27,0.2864,0,0,0,0,0,0
8106.74,0.7547,1,5,0,1,0,1
8338.23,2.8902,0,3,0,0,1,0
2186.03,-0.2114,0,1,0,0,0,0
2779.01,0.914,0,1,0,0,0,0
1359.8,-0.4042,0,3,1,0,0,0
4932.22,0.179,0,2,0,0,0,0
3948.51,0.06,0,1,0,0,0,0
4561.88,2.9982,0,2,1,0,0,1
4866.31,0.2282,0,0,0,0,0,0
749.67,-0.0869,0,0,0,0,0,0
11576.08,1.7723,0,0,0,0,0,0
1588.47,0.2193,0,1,0,0,0,0
14557.51,3.7062,0,0,0,0,0,0
4063.17,0.1814,0,0,0,0,0,0
3103.24,0.2419,0,2,0,0,0,0
4670.37,0.0694,0,7,0,0,0,0
2742.31,1.9658,0,0,1,0,0,0
10363.45,3.3945,1,1,0,1,0,1
3931.17,-0.1734,0,7,1,0,0,0
4337.1,0.1772,0,2,0,0,0,0
2639.78,-0.4517,0,2,0,0,1,0
3179.8,-0.074,0,1,0,0,0,0
6192.52,1.1027,1,0,1,0,0,0
1175.44,0.3353,0,0,0,0,0,0
1159.18,0.524,0,2,0,0,0,0
2015.44,1.1217,0,2,0,1,0,0
3993.15,0.2584,0,3,0,0,1,0
4910.16,0.762,0,1,0,0,0,0
6715.84,2.4187,0,5,0,0,0,1
1401.84,-0.0435,0,2,0,0,0,0
631.48,0.1859,0,2,0,0,0,0
3071.79,0.3151,1,1,1,0,0,0
3873.98,1.6486,0,0,0,0,0,0
11651.41,2.2099,0,5,0,0,0,1
3244.28,-0.0282,0,0,0,0,0,0
7110.55,0.9123,0,0,0,0,0,0
3081.64,0.1081,0,5,0,0,0,0
1389.89,0.0229,0,1,1,0,0,0
3572.18,0.6362,0,0,0,0,0,0
1861.8,0.5611,0,0,0,0,0,0
651.42,0.1128,0,0,0,0,0,0
3439.27,-0.1988,0,5,0,0,0,0
3862.99,0.199,0,0,0,0,0,0
3636.64,0.1482,0,0,0,0,0,0
5258.6,0.0753,0,0,0,0,0,0
6371.69,0.5143,0,1,0,0,0,0
2453.73,-0.1086,0,1,0,0,0,0
1601.17,-0.568,0,0,0,0,0,0
1960.1,0.5029,0,0,0,0,1,0
5292.01,1.9839,0,1,1,0,0,0
1339.36,0.6484,0,1,0,1,0,1
1918.06,0.3273,0,0,0,1,1,0
6877.77,0.5602,0,0,0,0,0,0
5770.2,0.2456,0,1,0,0,0,0
1847.92,-0.54,0,3,0,0,1,0
2573.63,0.1429,0,1,0,0,0,0
2659.52,0.6253,1,3,0,0,0,0
1637.27,0.1294,0,0,0,0,0,0
12003.58,1.4794,0,1,0,1,0,0
1551.13,-0.0543,0,4,0,0,0,0
4126.22,0.348,0,0,0,0,0,0
5490.34,0.1396,0,0,0,0,0,0
3338.67,0.2423,0,3,0,0,0,0
18722.99,3.3904,0,0,0,0,0,0
2815.45,-0.3815,0,0,0,1,0,0
1279.26,0.0118,0,0,0,0,0,0
3548.51,0.0228,0,0,0,0,0,0
631.25,-0.108,0,3,0,0,0,0
7032.49,1.3709,0,0,0,0,0,0
1305.27,-0.0691,0,2,0,0,0,0
5260.36,0.1627,0,0,0,0,0,0
2491.91,-0.2938,0,0,0,0,0,0
2784.74,-0.3029,0,0,1,0,0,0
1978.18,2.3099,0,0,1,1,0,0
2434.41,-0.1673,1,0,0,0,0,0
4882.76,0.7815,0,3,0,0,0,0
2622.51,-0.1124,0,1,0,0,1,0
5295.5,0.5281,0,2,0,0,0,0
3434.5,0.9831,0,0,0,0,0,0
2977.47,2.1232,0,2,0,0,0,0
715.75,0.1008,0,1,0,0,0,0
3542.59,-0.2813,0,5,0,0,1,0
3623.46,1.8724,0,4,0,0,0,0
2409.92,-0.2828,1,0,0,0,0,0
2199.09,-0.4417,0,0,0,0,0,0
978.69,-0.1346,0,0,0,0,0,0
3489.23,0.3808,0,0,0,0,0,0
952.6,-0.1699,0,3,0,0,0,0
3148.73,-0.0274,0,7,0,0,0,0
12921.67,1.8705,0,0,0,0,0,0
5944.47,0.2139,0,3,0,0,1,1
2195.06,1.8785,0,0,0,0,0,0
1610.36,-0.2022,0,0,0,0,1,0
13284.9,1.8566,0,1,0,0,0,0
1393.13,-0.0822,0,2,0,0,0,0
3400.54,-0.2306,0,0,0,0,0,0
2458.43,-0.4702,0,5,0,0,0,0
5692.75,0.303,0,1,0,0,0,0
7368.6,0.4845,0,0,0,0,0,0
4154.94,0.5578,0,0,0,0,0,0
4302.65,0.3445,0,0,1,0,0,0
2914.46,0.1316,0,2,0,0,0,0
2135.59,0.2417,0,0,1,0,0,0
1338.29,-0.0078,0,1,0,0,0,0
4543.42,1.1914,0,2,0,0,0,0
4683.5,0.3035,0,1,0,0,0,0
1214.11,-0.3359,0,1,0,0,0,0
2508.39,-0.0265,0,0,0,0,0,0
1711.94,-0.311,0,7,1,0,0,0
4051.9,-0.0848,0,1,0,0,0,0
5312.68,0.3344,0,0,0,1,0,0
928.23,0.2617,0,2,0,0,0,0
1252.31,0.5149,0,1,0,0,0,0
2176.1,-0.4095,1,3,0,0,0,0
4884.34,0.4824,0,0,0,0,0,0
2562.01,0.8356,0,2,0,0,0,1
1915.46,0.2301,0,0,0,1,0,0
2927.56,2.8945,1,2,0,0,0,1
4073.82,0.0752,0,2,0,0,0,0
1757.41,-0.441,0,1,0,0,0,0
1821.58,-0.1769,0,0,0,0,0,0
2109.2,-0.1468,0,6,0,0,0,0
3440.61,-0.2299,0,0,0,0,0,0
6102.73,0.2493,0,0,0,0,0,0
3789.62,1.2051,0,0,0,0,0,0
665.16,-0.2889,0,0,0,0,0,0
4312.5,-0.0729,0,0,0,0,0,0
12394.37,1.8337,0,1,0,0,0,0
4394.33,-0.0893,0,0,0,1,1,0
2564.04,-0.0188,0,2,0,0,0,0
5367.73,0.2126,1,2,0,0,0,0
5053.23,0.6773,0,0,0,0,0,0
6427.35,1.3658,0,2,1,0,1,1
2776.5,-0.0924,0,4,0,0,1,0
4133.69,0.0693,0,0,0,0,0,0
4585.29,-0.0261,0,6,0,0,0,0
5365.07,1.7328,0,2,0,0,1,0
5455.31,0.9482,0,2,0,0,0,0
5771.6,0.3301,1,0,0,0,0,0
5763.2,0.4898,0,1,0,0,0,0
7622.98,0.6162,0,0,0,0,0,0
10948.26,1.7306,0,1,0,0,0,0
2712.86,0.1543,0,0,1,0,0,0
5102.55,0.1178,0,4,0,0,0,0
4393.46,0.3214,0,0,0,0,0,0
8256.41,1.165,0,1,1,1,0,0
3257.52,0.0266,0,2,0,0,0,0
3280.54,-0.0149,0,0,0,0,0,0
766.7,0.3297,0,0,0,0,0,0
511.22,-0.1985,0,0,0,0,0,0
4782.5,-0.0176,0,1,0,0,0,0
5763.54,0.1686,0,3,0,0,0,0
880.84,-0.078,0,0,0,0,0,0
955.38,-0.1303,0,2,0,0,0,0
3318.78,-0.0816,0,2,0,0,1,0
4039.62,0.7163,0,0,0,0,1,0
8584.91,0.8492,0,2,0,1,0,1
4462.14,0.1149,0,0,0,0,0,0
11888.3,1.6506,0,0,0,0,0,0
2206.63,-0.0756,0,2,0,0,0,0
3813.98,-0.0803,0,0,0,0,0,0
5656.5,1.2035,0,0,0,0,0,0
10491.53,1.819,0,0,0,0,0,0
2463.14,0.1458,0,1,0,0,0,0
7825.53,1.9317,0,0,0,0,0,0
7941.08,0.7406,0,0,0,1,0,0
3300.91,-0.0164,0,0,1,0,0,0
2073.47,-0.1883,0,2,1,0,0,0
4871.63,0.2835,0,0,0,0,0,0
18298.57,3.3875,1,2,0,0,0,0
2935.58,-0.3414,0,0,0,0,0,0
1427.73,0.1185,0,0,0,0,0,0
3115.15,0.0388,0,2,0,0,0,0
1616.9,-0.1175,0,1,0,0,1,0
4084.66,0.0718,0,3,0,0,0,0
6349.83,1.4188,0,0,1,0,0,0
4129.17,0.2605,0,2,0,0,0,0
1200.41,0.1227,0,6,0,0,0,0
2600.92,1.6421,0,1,0,0,0,0
2284.47,-0.2898,1,0,0,0,0,0
10668.63,2.375,1,1,0,0,1,0
2637.72,-0.2704,0,1,0,0,0,0
3046.0,0.0035,1,2,0,0,0,0
4120.8,1.1063,0,1,0,0,0,0
3951.54,-0.1507,0,2,0,0,0,0
3621.01,-0.0252,0,0,0,0,0,0
19919.65,6.7995,1,1,0,1,0,1
1725.04,1.7703,0,1,0,0,0,0
8917.93,1.3553,0,1,0,0,0,0
2819.25,0.2489,0,0,0,0,0,0
4210.57,-0.0716,0,1,0,0,0,0
1163.93,0.1261,1,0,0,0,0,0
928.4,-0.0821,0,0,0,0,0,0
5152.16,1.5064,0,0,0,1,1,0
2892.29,-0.0387,0,0,0,1,0,0
2122.89,-0.1354,0,0,0,0,0,0
1540.16,1.2771,0,2,1,0,0,0
3138.17,-0.3183,0,0,0,0,0,0
10517.97,1.3922,0,0,0,0,0,0
1764.98,-0.062,0,0,0,0,0,0
604.12,-0.1343,0,1,0,0,0,0
5709.35,0.2297,0,0,0,0,0,0
2950.01,-0.2285,0,1,0,0,1,0
1529.55,-0.013,0,0,1,1,0,0
1235.25,-0.1872,0,1,0,0,0,0
3671.49,-0.2159,0,0,0,0,0,0
4570.33,1.9006,0,2,0,0,0,0
4235.6,0.1776,0,0,0,0,0,0
4853.14,-0.0182,0,1,0,0,0,0
692.7,-0.2096,0,0,0,0,0,0
8959.06,1.9226,0,0,0,0,0,0
10516.43,1.4142,0,0,0,0,0,0
1878.33,-0.3065,0,0,0,0,0,0
4399.69,0.0553,0,1,1,0,0,0
3846.17,2.7553,0,2,0,0,0,0
7553.94,0.5585,0,7,0,0,0,0
2164.56,-0.2537,0,0,0,0,0,0
8212.32,0.8005,1,7,0,0,0,1
2347.48,0.1946,0,2,0,0,0,0
2331.17,-0.1781,0,2,0,0,1,0
5906.11,0.2568,0,0,0,0,0,0
5543.73,4.0415,0,0,1,0,1,1
3311.7,-0.109,0,0,0,0,0,0
5930.25,0.2713,1,0,0,0,0,0
9271.36,1.6236,0,0,0,0,0,0
5382.48,0.2382,0,6,0,0,0,0
1313.59,0.1086,0,4,0,1,0,0
582.6,-0.1284,0,1,0,0,0,0
4665.74,0.172,0,0,0,0,1,0
4000.65,-0.1107,0,1,1,0,0,0
4565.67,-0.0527,0,1,0,0,0,0
487.84,-0.1752,0,1,0,0,0,0
4657.06,3.3227,0,2,0,0,0,0
1942.73,0.1125,0,2,1,0,0,0
5748.33,0.2706,1,2,0,0,0,1
1273.07,-0.1687,0,7,0,0,0,0
2958.59,-0.169,0,6,1,0,0,0
3020.13,-0.0824,0,2,0,0,0,0
6663.14,1.0145,0,1,0,0,0,0
7016.67,2.8619,0,2,0,0,0,0
1948.7,-0.0568,0,2,0,0,0,0
4616.31,0.0742,1,1,0,1,0,0
11758.56,1.6798,0,4,0,0,0,0
4104.51,0.0978,0,2,0,0,0,0
1144.99,0.0166,0,0,0,0,0,0
2379.66,0.3227,1,2,0,0,1,0
4350.3,1.829,0,0,1,0,0,0
536.69,-0.1371,1,0,0,0,0,0
2936.6,0.2942,0,0,0,0,0,0
3098.07,0.0326,0,0,0,0,0,0
1358.02,-0.1036,0,1,0,0,0,0
3229.18,0.6575,0,1,0,0,0,0
3458.39,0.1078,0,1,0,0,0,0
4173.09,0.0451,0,0,0,0,0,0
6549.06,0.4029,0,0,0,0,0,0
6193.82,0.9198,0,0,0,0,0,0
1005.68,-0.1356,0,1,0,0,1,0
6799.5,0.3858,0,1,0,0,0,0
4627.05,0.0058,0,0,1,0,0,0
7685.42,1.5262,0,4,0,1,0,0
1562.22,-0.3573,0,0,0,0,1,0
2087.27,-0.0043,0,0,0,0,0,0
3221.82,-0.019,0,0,0,0,0,0
2683.34,-0.0128,0,1,0,0,0,0
3164.37,1.7129,0,1,0,0,0,0
2451.19,1.9479,1,7,1,0,0,0
3331.67,-0.0878,0,2,0,0,1,0
1561.85,0.1117,1,6,0,0,0,0
2712.46,0.039,0,0,0,0,0,0
2795.31,-0.146,0,4,0,0,0,0
9399.4,1.8148,0,0,0,0,0,0
3297.52,0.0505,0,0,0,1,0,0
12043.61,3.9494,0,0,0,0,0,0
5956.89,0.459,0,3,0,0,0,0
5415.72,1.5147,0,2,1,0,0,0
16005.41,2.9127,1,2,0,0,0,0
6355.06,0.3396,0,6,0,0,0,0
1806.87,0.5505,0,5,0,0,0,0
1976.36,0.1872,0,0,0,0,0,0
1018.69,0.0838,0,1,0,0,0,0
3307.82,-0.0269,0,3,0,0,0,0
1903.23,-0.2408,0,1,0,0,1,0
2150.01,-0.1999,0,0,0,0,0,0
4112.32,0.0086,0,0,0,0,0,0
1578.86,-0.1804,1,1,0,0,0,0
4203.12,-0.012,0,0,1,1,0,0
6758.48,3.327,0,0,0,0,0,0
4113.08,-0.1055,0,0,0,0,0,0
4914.23,0.988,0,0,0,0,0,0
1470.17,0.3138,1,0,0,0,0,0
1794.63,0.3069,0,0,1,1,0,0
3279.38,-0.0401,0,3,1,0,0,0
7391.25,1.0505,0,0,1,0,1,1
3810.0,-0.0689,1,1,0,0,0,0
3771.88,-0.0967,0,4,0,0,0,0
4723.38,0.2893,0,0,0,0,0,0
3758.8,-0.1405,0,0,0,0,0,0
9707.34,1.0613,0,1,0,0,0,0
3152.66,0.001,0,5,0,0,0,0
943.52,-0.1851,0,1,0,0,0,0
2143.36,-0.0039,0,5,0,0,0,0
835.57,-0.2275,0,0,0,0,0,0
6652.45,1.2899,0,0,0,0,0,0
2793.11,-0.2319,0,3,0,0,0,0
2374.18,0.5838,0,2,0,0,0,1
4207.29,0.2026,0,0,0,0,0,0
1602.81,-0.1351,0,0,0,0,0,0
3482.5,-0.2207,0,2,0,1,0,0
2663.3,0.0417,0,0,0,0,0,0
4475.71,0.0732,0,0,0,0,0,0
2544.54,-0.0947,0,0,0,0,0,0
2906.65,0.4226,0,4,0,1,0,0
610.45,0.2168,0,0,1,0,0,0
2547.69,0.3317,0,0,0,0,0,0
982.63,-0.0564,0,5,1,0,0,0
1564.97,-0.5051,0,0,0,0,0,0
4538.63,0.1297,0,0,0,0,0,0
2971.64,-0.0002,0,1,0,0,0,0
3293.97,-0.1082,0,0,0,0,0,0
3376.5,1.4718,0,1,0,0,0,0
817.71,-0.2442,0,0,1,0,0,0
4969.7,0.1821,0,1,0,0,0,0
15549.33,2.8616,1,5,1,1,0,1
7928.74,0.8555,1,0,0,0,0,0
2551.88,-0.1661,0,0,0,0,0,0
602.1,-0.4023,0,1,0,0,0,0
6843.02,0.8961,0,2,0,0,0,1
8936.12,1.0412,0,0,0,0,1,0
2903.23,-0.1087,0,0,0,0,0,0
3315.99,-0.0977,0,0,0,0,0,0
1236.38,-0.3511,0,0,0,1,0,0
1732.08,-0.1212,0,1,0,0,1,0
3019.94,-0.0948,0,0,0,0,0,0
665.47,-0.6125,0,0,0,0,0,0
2964.72,-0.1834,0,3,0,0,0,0
3649.22,0.6118,0,0,0,0,0,0
3593.4,-0.1012,0,1,0,0,0,0
3313.24,0.246,0,2,0,0,1,0
5494.32,0.2081,0,1,0,0,0,0
1236.55,0.1705,0,2,1,0,0,0
3554.71,0.0078,0,2,0,0,0,0
2509.34,0.7046,0,2,0,0,0,1
4022.43,-0.0812,0,0,0,0,0,0
11243.09,1.5859,0,1,0,0,0,0
2687.91,2.6676,0,1,0,0,0,0
1300.76,0.3421,0,3,0,0,0,0
910.94,0.2135,1,2,0,0,0,0
2579.47,-0.4115,0,2,0,0,0,0
3368.57,-0.1357,0,0,0,0,0,0
6282.06,0.2637,0,0,0,0,1,0
4449.13,-0.062,0,2,0,0,0,0
1971.93,-0.0286,0,5,0,1,0,0
3454.37,0.3108,0,2,0,0,0,0
3815.71,-0.0737,0,0,0,0,0,0
7988.84,0.8889,0,6,0,1,0,1
2785.06,0.0057,1,2,0,0,0,0
8793.1,2.539,1,3,1,1,0,1
2288.85,-0.295,0,0,0,0,0,0
4376.21,0.3826,0,0,0,0,0,0
11757.87,1.6908,0,2,0,0,0,0
5876.74,0.82,0,1,0,0,0,0
1596.12,-0.0719,0,3,0,0,1,0
2831.55,-0.2374,0,2,1,0,0,0
3527.78,-0.0316,0,0,0,0,1,0
1764.84,-0.051,0,1,0,0,0,0
465.22,-0.291,0,3,0,0,0,0
952.81,-0.1055,0,7,0,0,0,0
2826.62,0.1348,0,4,0,0,0,0
3652.39,-0.0473,0,1,1,1,0,0
3678.8,-0.2147,0,0,0,0,0,0
4469.86,0.0784,0,1,0,1,0,0
5873.91,1.0124,0,0,0,0,0,0
2201.63,-0.0513,0,1,0,0,0,0
3652.46,0.0592,0,0,0,0,0,0
2472.77,0.2051,0,1,0,0,0,0
5915.08,0.2428,0,0,0,0,0,0
2239.17,0.2844,0,1,0,0,0,0
3607.72,-0.0985,0,1,0,1,0,0
4565.08,-0.0371,0,0,0,1,0,0
3370.6,-0.2365,0,2,0,1,0,0
2535.01,-0.2882,0,3,0,0,0,0
15679.19,2.3255,0,1,0,0,1,0
4593.01,1.4524,0,3,0,0,0,0
5564.35,0.1807,0,1,1,0,0,0
3511.51,-0.2362,0,0,0,0,0,0
1630.8,0.0767,0,0,0,0,0,0
2986.75,-0.3846,0,3,0,0,0,0
3438.14,0.041,0,0,0,0,0,0
12871.04,2.0234,0,1,0,0,0,0
2812.03,-0.4162,0,3,0,0,0,0
7318.87,0.6132,1,4,0,0,0,0
3323.23,-0.0739,0,0,0,0,0,0
1073.51,0.4476,0,0,0,0,1,0
2770.25,0.0133,0,1,0,0,0,0
3932.74,-0.1842,0,0,0,0,0,0
4408.96,0.0252,0,0,0,0,0,0
9171.89,1.9756,0,2,1,0,0,0
2166.07,0.2074,0,1,0,0,0,0
6122.86,0.2932,0,7,0,0,0,0
2634.78,-0.3557,1,2,0,0,0,0
5748.73,0.1656,0,2,0,0,0,0
2142.65,1.7077,0,0,0,0,1,0
4860.37,0.377,0,1,0,0,0,0
4304.87,0.2607,0,1,0,0,0,0
5510.58,0.806,0,0,0,1,0,0
5033.3,0.2587,0,0,0,1,0,0
12581.84,1.8977,0,0,0,0,0,0
3124.99,0.1288,1,2,0,0,0,0
2248.84,2.0661,0,0,1,1,1,1
1703.28,0.1081,1,0,0,0,0,0
13349.03,2.45,0,5,0,0,0,0
3906.65,-0.1361,0,2,0,0,0,0
10266.29,1.6122,0,0,1,0,0,0
5810.67,0.1907,0,1,0,0,0,0
5001.84,1.3233,0,1,0,0,0,0
4922.08,1.8688,0,1,1,0,0,0
745.68,-0.2327,0,0,0,0,0,0
4651.99,1.7224,0,1,0,0,0,0
2864.56,0.4414,0,2,1,1,0,1
2939.11,-0.1635,0,3,0,0,0,0
941.57,0.0207,0,1,0,0,0,0
4847.87,0.0468,0,7,0,0,0,0
5803.59,0.3398,0,1,0,0,1,0
1969.9,0.2325,1,0,0,0,0,0
5630.11,0.2321,0,0,0,0,0,0
3208.45,0.115,0,2,0,0,0,0
2162.74,-0.0475,1,0,0,0,0,0
2267.15,-0.0109,0,1,0,0,1,0
13274.93,1.7019,0,0,0,0,0,0
1005.99,0.176,0,1,0,0,0,0
1362.22,0.1016,0,0,0,0,0,0
3127.85,-0.0082,1,1,1,1,0,0
5529.3,0.1175,0,1,1,0,0,0
3110.86,-0.0651,0,6,1,0,0,0
4175.89,1.4258,0,1,0,0,0,0
4490.3,-0.0455,0,2,0,0,0,0
2943.41,0.2987,0,0,0,0,0,0
3471.63,-0.099,0,3,0,0,1,0
537.94,-0.0578,0,0,0,0,0,0
3701.49,0.0034,0,4,0,1,1,0
5475.3,0.3197,1,0,0,1,0,0
2599.98,0.2299,0,0,0,0,0,0
1103.38,-0.5158,0,3,0,0,0,0
2424.71,0.1845,0,0,0,0,0,0
1965.54,-0.0942,0,0,0,1,0,0
1846.7,-0.0787,0,0,1,0,0,0
3410.5,0.3877,0,0,0,0,0,0
1468.46,1.8886,0,0,0,1,0,0
1764.72,0.0836,0,0,0,0,0,0
1271.63,0.3707,0,0,0,0,0,0
5801.65,0.4871,0,1,0,0,0,0
5282.72,0.2999,0,4,0,0,0,0
10989.96,2.195,1,6,0,0,1,1
3717.97,0.0086,0,0,0,0,1,0
729.93,-0.3045,0,3,1,0,0,0
4327.2,0.0416,0,0,1,0,0,0
2289.37,-0.0003,0,1,0,0,0,0
1792.62,-0.4614,0,0,0,0,0,0
12994.98,1.8965,0,2,0,0,0,0
1506.5,0.1424,0,1,0,0,0,0
748.61,-0.0728,0,2,0,1,0,0
1051.2,0.2141,0,3,0,0,0,0
2106.43,-0.2396,0,1,0,0,0,0
1342.04,0.3321,0,2,0,0,0,0
3986.9,-0.1892,0,2,0,0,0,0
3859.5,0.1689,0,1,0,0,0,0
779.95,-0.0541,0,3,0,0,0,0
20189.2,3.8492,0,0,0,0,0,0
2694.83,-0.0637,1,1,0,0,0,0
1548.78,-0.0181,0,0,0,0,1,0
4670.66,0.036,0,1,0,0,0,0
4570.43,0.0624,0,0,0,0,0,0
383.15,-0.4349,0,0,0,0,0,0
3026.75,0.3589,0,2,0,0,0,0
1394.75,0.6776,0,0,1,0,0,1
5312.0,1.2903,0,0,0,0,1,0
8013.13,1.5869,0,2,1,0,0,0
3491.87,0.1865,0,0,0,0,1,0
5275.79,0.189,0,2,0,0,0,0
1846.01,-0.1037,1,0,1,0,0,0
2435.8,-0.0564,0,0,1,0,0,0
3027.98,0.3799,0,1,0,1,0,0
3317.33,0.2593,0,1,0,0,0,0
2346.88,-0.1251,0,1,0,0,0,0
1878.96,0.0189,0,1,0,0,0,0
999.98,-0.1669,0,0,0,0,0,0
5503.2,0.7055,0,2,1,0,0,0
3303.12,-0.0556,0,0,0,0,0,0
3817.92,0.0691,0,1,0,0,0,0
7336.49,1.3626,0,0,0,0,0,0
1267.0,-0.2081,0,0,0,0,0,0
1235.42,0.9046,0,1,0,0,1,0
937.5,-0.4165,0,2,0,0,0,0
13471.16,2.6403,1,5,1,1,0,1
3373.27,0.023,0,1,0,0,0,0
2297.46,1.3185,0,1,0,0,0,0
15617.52,2.3143,0,0,0,0,0,0
3878.41,-0.1623,0,4,0,0,0,0
2210.07,-0.4703,0,1,0,0,0,0
3298.81,0.0967,0,0,0,0,0,0
3051.63,-0.0701,0,0,0,0,0,0
4889.04,0.3413,0,1,0,0,0,0
5857.78,1.0058,0,4,0,1,0,0
2341.99,-0.2068,1,4,0,0,0,0
2659.57,-0.4373,0,2,0,1,0,0
1664.42,-0.2884,0,2,0,0,0,0
8517.08,0.8943,0,4,0,0,0,0
1938.98,1.9809,0,0,0,0,1,0
1758.08,-0.3868,0,0,1,0,0,0
1280.28,-0.1046,0,1,0,0,0,0
10321.29,1.2787,0,0,0,0,0,0
3002.3,0.0871,0,0,0,0,0,0
2291.64,-0.2783,0,0,0,0,0,0
11696.41,1.9082,0,0,0,0,0,0
2434.41,-0.1178,0,0,0,0,0,0
7313.34,1.6333,0,0,0,0,0,0
1461.25,-0.0076,0,0,0,0,0,0
7652.68,0.6123,1,0,0,0,0,0
3352.88,0.1434,1,6,0,0,0,1
